id,bib_block,round,authors,year,title,venue,doi,other_dois,arxiv,grade,read_status,filed_stem,txt_on_disk,pdf_on_disk,multi_work_line,source_line,superseded_by_id,best_grade_for_work
254,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Gasparrini, A.",2011,Distributed lag linear and non-linear models in R: the package dlnm,J. Statistical Software,10.18637/jss.v043.i08,,,ABSTRACT,reviewer-read,Gasparrini_2011_distributed-lag-linear-non-linear,yes,,,"Gasparrini, A. (2011). Distributed lag linear and non-linear models in R: the package dlnm. *J. Statistical Software* 43(8). doi:10.18637/jss.v043.i08 — **ABSTRACT**, reviewer-read abstract (author working copy). Filed `Gasparrini_2011_distributed-lag-linear-non-linear`.",,ABSTRACT
255,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Gasparrini, A.",2014,Modeling exposure–lag–response associations with distributed lag non-linear models,Statist. Med.,10.1002/sim.5963,,,ABSTRACT,reviewer-read,Gasparrini_2014_modeling-exposure-lag-response,yes,,,"Gasparrini, A. (2014). Modeling exposure–lag–response associations with distributed lag non-linear models. *Statist. Med.* 33(5):881–899. doi:10.1002/sim.5963 — **ABSTRACT**, reviewer-read abstract. Filed `Gasparrini_2014_modeling-exposure-lag-response`.",,ABSTRACT
256,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Gasparrini, A., Scheipl, F., Armstrong, B. & Kenward, M.G.",2017,A penalized framework for distributed lag non-linear models,Biometrics,10.1111/biom.12645,,,ABSTRACT,reviewer-read,Gasparrini_2017_penalized-framework-distributed-lag,yes,,,"Gasparrini, A., Scheipl, F., Armstrong, B. & Kenward, M.G. (2017). A penalized framework for distributed lag non-linear models. *Biometrics* 73(3):938–948. doi:10.1111/biom.12645 — **ABSTRACT**, reviewer-read abstract. Filed `Gasparrini_2017_penalized-framework-distributed-lag`.",,ABSTRACT
257,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Almon, S.",1965,The distributed lag between capital appropriations and expenditures,Econometrica,10.2307/1911894,,,filed-unread,obtained-unread,Almon_1965_distributed-lag-between-capital,yes,,,"Almon, S. (1965). The distributed lag between capital appropriations and expenditures. *Econometrica* 33(1):178–196. doi:10.2307/1911894 — filed (first index), header-verified, unread. Filed `Almon_1965_distributed-lag-between-capital`.",,filed-unread
258,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Truccolo, W., Eden, U.T., Fellows, M.R., Donoghue, J.P. & Brown, E.N.",2005,"A point process framework for relating neural spiking activity to spiking history, neural ensemble, and extrinsic covariate effects",J. Neurophysiol.,10.1152/jn.00697.2004,,,PRIMARY,reviewer-read,Truccolo_2005_point-process-framework-relating,yes,,,"Truccolo, W., Eden, U.T., Fellows, M.R., Donoghue, J.P. & Brown, E.N. (2005). A point process framework for relating neural spiking activity to spiking history, neural ensemble, and extrinsic covariate effects. *J. Neurophysiol.* 93(2):1074–1089. doi:10.1152/jn.00697.2004 — **PRIMARY**, reviewer-rea",,PRIMARY
259,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Pillow, J.W. et al.",2008,Spatio-temporal correlations and visual signalling in a complete neuronal population,Nature,10.1038/nature07140,,,ABSTRACT,reviewer-read,Pillow_2008_spatio-temporal-correlations-visual,yes,,,"Pillow, J.W. et al. (2008). Spatio-temporal correlations and visual signalling in a complete neuronal population. *Nature* 454:995–999. doi:10.1038/nature07140 — **ABSTRACT**, reviewer-read opening. Filed `Pillow_2008_spatio-temporal-correlations-visual`.",,ABSTRACT
260,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Browning, R., Sulem, D., Mengersen, K., Rivoirard, V. & Rousseau, J.",2021,Simple discrete-time self-exciting models can describe complex dynamic processes: A case study of COVID-19,PLOS ONE,10.1371/journal.pone.0250015,,,ABSTRACT,reviewer-read,Browning_2021_simple-discrete-time-self-exciting,yes,,,"Browning, R., Sulem, D., Mengersen, K., Rivoirard, V. & Rousseau, J. (2021). Simple discrete-time self-exciting models can describe complex dynamic processes: A case study of COVID-19. *PLOS ONE* 16(4):e0250015. doi:10.1371/journal.pone.0250015 — **ABSTRACT**, reviewer-read abstract. Filed `Browning",,ABSTRACT
261,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Lu, C.-W. & Reynolds, M.R. Jr.",2001,CUSUM charts for monitoring an autocorrelated process,J. Quality Technology,10.1080/00224065.2001.11980082,,,PRIMARY,reviewer-read,Lu_2001_cusum-charts-monitoring-autocorrelated,yes,,,"Lu, C.-W. & Reynolds, M.R. Jr. (2001). CUSUM charts for monitoring an autocorrelated process. *J. Quality Technology* 33(3):316–334. doi:10.1080/00224065.2001.11980082 — **PRIMARY**, reviewer-read (abstract; first index). Filed `Lu_2001_cusum-charts-monitoring-autocorrelated` (+ `_raw.txt`).",,PRIMARY
262,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Psarakis, S. & Papaleonida, G.E.A.",2007,SPC procedures for monitoring autocorrelated processes,Quality Technology & Quantitative Management,10.1080/16843703.2007.11673168,,,PRIMARY,reviewer-read,Psarakis_2007_spc-procedures-monitoring,yes,,,"Psarakis, S. & Papaleonida, G.E.A. (2007). SPC procedures for monitoring autocorrelated processes. *Quality Technology & Quantitative Management* 4(4):501–540. doi:10.1080/16843703.2007.11673168 — **PRIMARY**, reviewer-read (§2; first index). Filed `PsarakisPapaleonida_2007_SPC_autocorrelated_review",,PRIMARY
263,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Mei, Y.",2010,Efficient scalable schemes for monitoring a large number of data streams,Biometrika,10.1093/biomet/asq010,,,PRIMARY,reviewer-read,Mei_2010_efficient-scalable-schemes-monitoring,yes,,,"Mei, Y. (2010). Efficient scalable schemes for monitoring a large number of data streams. *Biometrika* 97(2):419–433. doi:10.1093/biomet/asq010 — **PRIMARY**, reviewer-read (§1; author copy). Filed `Mei_2010_efficient-scalable-schemes-monitoring` (+ `_raw.txt`).",,PRIMARY
264,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Xie, Y. & Siegmund, D.",2013,Sequential multi-sensor change-point detection,Ann. Statist.,10.1214/13-AOS1094,,1207.2386,PRIMARY,reviewer-read,Xie_2013_sequential-multi-sensor-change-point,yes,,,"Xie, Y. & Siegmund, D. (2013). Sequential multi-sensor change-point detection. *Ann. Statist.* 41(2):670–692. doi:10.1214/13-AOS1094 (arXiv 1207.2386) — **PRIMARY**, reviewer-read (§1). Filed `Xie_2013_sequential-multi-sensor-change-point` (+ `_raw.txt`).",,PRIMARY
265,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Tartakovsky, A.G. & Veeravalli, V.V.",2008,Asymptotically optimal quickest change detection in distributed sensor systems,Sequential Analysis,10.1080/07474940802446236,,,ABSTRACT,reviewer-read,Tartakovsky_2008_asymptotically-optimal-quickest,yes,,,"Tartakovsky, A.G. & Veeravalli, V.V. (2008). Asymptotically optimal quickest change detection in distributed sensor systems. *Sequential Analysis* 27(4):441–475. doi:10.1080/07474940802446236 — **ABSTRACT**, reviewer-read abstract (author copy). Filed `Tartakovsky_2008_asymptotically-optimal-quickest`",,ABSTRACT
266,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Benjamini, Y. & Hochberg, Y.",1995,Controlling the false discovery rate: a practical and powerful approach to multiple testing,J. R. Stat. Soc. B,10.1111/j.2517-6161.1995.tb02031.x,,,filed-unread,obtained-unread,Benjamini_1995_controlling-false-discovery-rate,yes,,,"Benjamini, Y. & Hochberg, Y. (1995). Controlling the false discovery rate: a practical and powerful approach to multiple testing. *J. R. Stat. Soc. B* 57(1):289–300. doi:10.1111/j.2517-6161.1995.tb02031.x — image-only JSTOR scan, filed, unread. Filed `Benjamini_1995_controlling-false-discovery-rate`.",,filed-unread
267,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Steiner, S.H., Cook, R.J., Farewell, V.T. & Treasure, T.",2000,Monitoring surgical performance using risk-adjusted cumulative sum charts,Biostatistics,10.1093/biostatistics/1.4.441,,,PRIMARY,reviewer-read,Steiner_2000_monitoring-surgical-performance-risk,no,,,"Steiner, S.H., Cook, R.J., Farewell, V.T. & Treasure, T. (2000). Monitoring surgical performance using risk-adjusted cumulative sum charts. *Biostatistics* 1(4):441–452. doi:10.1093/biostatistics/1.4.441 — **PRIMARY**, reviewer-read (§§1–2; browser fetch, supersedes the round-9 METADATA line). Filed",,PRIMARY
268,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Conley, T.G.",1999,GMM estimation with cross sectional dependence,J. Econometrics,10.1016/S0304-4076(98,,,ABSTRACT,reviewer-read,Conley_1999_gmm-estimation-cross-sectional,no,,,"Conley, T.G. (1999). GMM estimation with cross sectional dependence. *J. Econometrics* 92(1):1–45. doi:10.1016/S0304-4076(98)00084-0 — **ABSTRACT**, reviewer-read abstract (browser fetch; supersedes the round-8 METADATA line). Filed `Conley_1999_gmm-estimation-cross-sectional` (+ `_raw.txt`).",,ABSTRACT
269,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Platanios, E.A., Blum, A. & Mitchell, T.",2014,Estimating accuracy from unlabeled data,UAI 2014,,,,PRIMARY,reviewer-read,Platanios_2014_estimating-accuracy-unlabeled-data,yes,,,"Platanios, E.A., Blum, A. & Mitchell, T. (2014). Estimating accuracy from unlabeled data. *UAI 2014* — **PRIMARY**, reviewer-read (abstract). Filed `Platanios_2014_estimating-accuracy-unlabeled-data` (+ `_raw.txt`).",,PRIMARY
270,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Platanios, E.A., Dubey, A. & Mitchell, T.",2016,Estimating accuracy from unlabeled data: a Bayesian approach,ICML 2016,,,,filed-unread,obtained-unread,Platanios_2016_estimating-accuracy-unlabeled-data,yes,,,"Platanios, E.A., Dubey, A. & Mitchell, T. (2016). Estimating accuracy from unlabeled data: a Bayesian approach. *ICML 2016*, PMLR 48 — filed, searcher-verified, unread. Filed `Platanios_2016_estimating-accuracy-unlabeled-data`.",,filed-unread
271,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Jaffe, A., Nadler, B. & Kluger, Y.",2015,Estimating the accuracies of multiple classifiers without labeled data,AISTATS 2015,,,,ABSTRACT,reviewer-read,Jaffe_2015_estimating-accuracies-multiple,yes,,,"Jaffe, A., Nadler, B. & Kluger, Y. (2015). Estimating the accuracies of multiple classifiers without labeled data. *AISTATS 2015*, PMLR 38:407–415 — **ABSTRACT**, reviewer-read abstract. Filed `Jaffe_2015_estimating-accuracies-multiple`.",,ABSTRACT
272,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Parisi, F., Strino, F., Nadler, B. & Kluger, Y.",2014,Ranking and combining multiple predictors without labeled data,PNAS,10.1073/pnas.1219097111,,1303.3257,PRIMARY,reviewer-read,Parisi_2014_ranking-combining-multiple-predictors,yes,,,"Parisi, F., Strino, F., Nadler, B. & Kluger, Y. (2014). Ranking and combining multiple predictors without labeled data. *PNAS* 111(4). doi:10.1073/pnas.1219097111 (arXiv 1303.3257) — **PRIMARY**, reviewer-read (abstract, §1 statements). Filed `Parisi_Strino_Nadler_Kluger_2014_ranking_combining_predi",,PRIMARY
273,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Raykar, V.C. et al.",2010,Learning from crowds,JMLR,,,,ABSTRACT,reviewer-read,Raykar_2010_learning-crowds,yes,,,"Raykar, V.C. et al. (2010). Learning from crowds. *JMLR* 11:1297–1322 — **ABSTRACT**, reviewer-read abstract. Filed `Raykar_2010_learning-crowds`.",,ABSTRACT
274,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Ratner, A. et al.",2017,Snorkel: rapid training data creation with weak supervision,VLDB,10.14778/3157794.3157797,,1711.10160,ABSTRACT,reviewer-read,Ratner_2017_snorkel-rapid-training-data-creation,yes,,,"Ratner, A. et al. (2017). Snorkel: rapid training data creation with weak supervision. *VLDB* 11(3). doi:10.14778/3157794.3157797 (arXiv 1711.10160) — **ABSTRACT**, reviewer-read abstract. Filed `Ratner_2017_snorkel-rapid-training-data-creation`.",,ABSTRACT
275,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Dawid, A.P. & Skene, A.M.",1979,Maximum likelihood estimation of observer error-rates using the EM algorithm,Applied Statistics,10.2307/2346806,,,ABSTRACT,reviewer-read,Dawid_1979_maximum-likelihood-estimation-observer,yes,,,"Dawid, A.P. & Skene, A.M. (1979). Maximum likelihood estimation of observer error-rates using the EM algorithm. *Applied Statistics* 28(1):20–28. doi:10.2307/2346806 — **ABSTRACT**, reviewer-read title/summary (first index). Filed `Dawid_1979_maximum-likelihood-estimation-observer`.",,ABSTRACT
276,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Begg, C.B. & Greenes, R.A.",1983,Assessment of diagnostic tests when disease verification is subject to selection bias,Biometrics,10.2307/2530820,,,ABSTRACT,reviewer-read,Begg_1983_assessment-diagnostic-tests-when-disease,yes,,,"Begg, C.B. & Greenes, R.A. (1983). Assessment of diagnostic tests when disease verification is subject to selection bias. *Biometrics* 39(1):207–215. doi:10.2307/2530820 — **ABSTRACT**, reviewer-read title/summary (first index). Filed `Begg_1983_assessment-diagnostic-tests-when-disease`.",,ABSTRACT
277,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Mousavi, S. & Reynolds, M.R. Jr.",2009,A CUSUM chart for monitoring a proportion with autocorrelated binary observations,J. Quality Technology,10.1080/00224065.2009.11917794,,,PRIMARY,reviewer-read,Mousavi_2009_cusum-chart-monitoring-proportion,yes,,,"Mousavi, S. & Reynolds, M.R. Jr. (2009). A CUSUM chart for monitoring a proportion with autocorrelated binary observations. *J. Quality Technology* 41(4):401–414. doi:10.1080/00224065.2009.11917794 — **PRIMARY**, reviewer-read (abstract, §1; browser fetch). Filed `MousaviReynolds_2009_CUSUM_autocorr",,PRIMARY
278,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Hui, S.L. & Walter, S.D.",1980,Estimating the error rates of diagnostic tests,Biometrics,10.2307/2530508,,,PRIMARY,reviewer-read,Hui_1980_estimating-error-rates-diagnostic-tests,yes,,,"Hui, S.L. & Walter, S.D. (1980). Estimating the error rates of diagnostic tests. *Biometrics* 36(1):167–171. doi:10.2307/2530508 — **PRIMARY**, reviewer-read (summary; browser fetch). Filed `Hui_1980_estimating-error-rates-diagnostic-tests`.",,PRIMARY
279,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Foody, G.M.",2010,Assessing the accuracy of land cover change with imperfect ground reference data,Remote Sensing of Environment,10.1016/j.rse.2010.05.003,,,PRIMARY,reviewer-read,Foody_2010_assessing-accuracy-land-cover-change,yes,,,"Foody, G.M. (2010). Assessing the accuracy of land cover change with imperfect ground reference data. *Remote Sensing of Environment* 114:2271–2285. doi:10.1016/j.rse.2010.05.003 — **PRIMARY**, reviewer-read (abstract; author manuscript from the Nottingham repository, browser fetch). Filed `Foody_20",,PRIMARY
280,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Alwan, L.C. & Roberts, H.V.",1988,Time-series modeling for statistical process control,J. Business & Economic Statistics,10.1080/07350015.1988.10509640,,,ABSTRACT,reviewer-read,Alwan_1988_time-series-modeling-statistical-process,yes,,,"Alwan, L.C. & Roberts, H.V. (1988). Time-series modeling for statistical process control. *J. Business & Economic Statistics* 6(1):87–95. doi:10.1080/07350015.1988.10509640 — **ABSTRACT**, reviewer-read abstract (browser fetch). Filed `Alwan_1988_time-series-modeling-statistical-process` (+ `_raw.txt`).",,ABSTRACT
281,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Montgomery, D.C. & Mastrangelo, C.M.",1991,Some statistical process control methods for autocorrelated data,J. Quality Technology,10.1080/00224065.1991.11979321,,,ABSTRACT,reviewer-read,Montgomery_1991_some-statistical-process-control,yes,,,"Montgomery, D.C. & Mastrangelo, C.M. (1991). Some statistical process control methods for autocorrelated data. *J. Quality Technology* 23(3):179–193. doi:10.1080/00224065.1991.11979321 — **ABSTRACT**, reviewer-read title/abstract (browser fetch). Filed `MontgomeryMastrangelo_1991_SPC_autocorrelated_",,ABSTRACT
282,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Lu, C.-W. & Reynolds, M.R. Jr.",1999,Control charts for monitoring the mean and variance of autocorrelated processes,J. Quality Technology,10.1080/00224065.1999.11979925,,,ABSTRACT,reviewer-read,Lu_1999_control-charts-monitoring-mean-variance,yes,,,"Lu, C.-W. & Reynolds, M.R. Jr. (1999). Control charts for monitoring the mean and variance of autocorrelated processes. *J. Quality Technology* 31(3):259–274. doi:10.1080/00224065.1999.11979925 — **ABSTRACT**, reviewer-read abstract (browser fetch). Filed `Lu_1999_control-charts-monitoring-mean-variance` ",,ABSTRACT
283,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,,2000,**Not obtained (absent from both Sci-Hub indexes):** Schwartz (2000) *Epidemiology* 11(3) doi:10.1097/00001648-200005000-00016 — **METADATA**.,,10.1097/00001648-200005000-00016,,,METADATA,,,no,,,**Not obtained (absent from both Sci-Hub indexes):** Schwartz (2000) *Epidemiology* 11(3) doi:10.1097/00001648-200005000-00016 — **METADATA**.,,METADATA
284,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,Not obtained:** van den Hout,2017,*Multi-State Survival Models for Interval-Censored Data* (CRC book) doi:10.1201/9781315374321 — **METADATA**.,,10.1201/9781315374321,,,METADATA,,,no,,,**Not obtained:** van den Hout (2017) *Multi-State Survival Models for Interval-Censored Data* (CRC book) doi:10.1201/9781315374321 — **METADATA**.,,METADATA
285,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Already held, re-verified by the searcher:** Burnicki",2007,*Comput,,10.1080/01431161.2010.524674,,,,,,no,,,"**Already held, re-verified by the searcher:** Burnicki (2007) *Comput. Environ. Urban Syst.* 31:282–302 and Burnicki (2011) *Int. J. Remote Sens.* 32(22) doi:10.1080/01431161.2010.524674 — grades unchanged from earlier blocks.",142,filed-unread
286,"Held locally (`D:\edmonds-pipeline\Literture\`), read directly from PDF",,"Li, B., Liu, X., Zhuang, H., Shi, Q., Zeng, L., Cai, Y., Zhang, H., Cai, Y., Wu, C. & Xu, X.",2026,ALCC: Temporally Consistent Annual Land Cover Maps over China from 1985 to 2022 Based on an Ensemble Change Detection Method,J. Remote Sens.,10.34133/remotesensing.1029,,,PRIMARY,,,no,,,"Li, B., Liu, X., Zhuang, H., Shi, Q., Zeng, L., Cai, Y., Zhang, H., Cai, Y., Wu, C. & Xu, X. (2026). ALCC: Temporally Consistent Annual Land Cover Maps over China from 1985 to 2022 Based on an Ensemble Change Detection Method. *J. Remote Sens.* 6:1029. doi:10.34133/remotesensing.1029 — **PRIMARY** (",,PRIMARY
287,"Held locally (`D:\edmonds-pipeline\Literture\`), read directly from PDF",,"Liu, J., Tang, X., Wang, C., Yan, Z., Dai, Y., Zhang, Q. & Song, C.",2026,Using GeoAI and Machine Learning Tools for Consistent High-Resolution Land Cover Mapping Based on Time-Series NAIP Imagery,Landscape Ecology,10.1007/s10980-026-02358-3,,,PRIMARY,,,no,,,"Liu, J., Tang, X., Wang, C., Yan, Z., Dai, Y., Zhang, Q. & Song, C. (2026). Using GeoAI and Machine Learning Tools for Consistent High-Resolution Land Cover Mapping Based on Time-Series NAIP Imagery. *Landscape Ecology* 41(6). doi:10.1007/s10980-026-02358-3 — **PRIMARY** (local PDF; full text also r",,PRIMARY
288,"Held locally (`D:\edmonds-pipeline\Literture\`), read directly from PDF",,"Artikanur, S.D. et al.",2026,Evaluating Accuracy and Temporal Consistency of Machine Learning Models for LULC Mapping in the Cimanuk Watershed,J. Nat. Resour. Environ. Manag.,10.29244/jpsl.16.3.284,,,PRIMARY,,,no,,,"Artikanur, S.D. et al. (2026). Evaluating Accuracy and Temporal Consistency of Machine Learning Models for LULC Mapping in the Cimanuk Watershed. *J. Nat. Resour. Environ. Manag.* 16(3):284. doi:10.29244/jpsl.16.3.284 — **PRIMARY**",,PRIMARY
289,"Held locally (`D:\edmonds-pipeline\Literture\`), read directly from PDF",,"Van den Broeck, W.A.J., Goedemé, T. & Loopmans, M.",2022,Multiclass Land Cover Mapping from Historical Orthophotos Using Domain Adaptation and Spatio-Temporal Transfer Learning,Remote Sensing,10.3390/rs14235911,,,PRIMARY,,,no,,,"Van den Broeck, W.A.J., Goedemé, T. & Loopmans, M. (2022). Multiclass Land Cover Mapping from Historical Orthophotos Using Domain Adaptation and Spatio-Temporal Transfer Learning. *Remote Sensing* 14(23):5911. doi:10.3390/rs14235911 — **PRIMARY** (already cited by `DEGRADED_IMAGERY_RESEARCH_2026-08-",,PRIMARY
290,"Held locally (`D:\edmonds-pipeline\Literture\`), read directly from PDF",,"Maclaurin, G.J. & Leyk, S.",2016,Temporal replication of the national land cover database using active machine learning,GIScience & Remote Sensing,10.1080/15481603.2016.1235009,,,PRIMARY,,,no,,,"Maclaurin, G.J. & Leyk, S. (2016). Temporal replication of the national land cover database using active machine learning. *GIScience & Remote Sensing*. doi:10.1080/15481603.2016.1235009 — **PRIMARY**",,PRIMARY
291,"Held locally (`D:\edmonds-pipeline\Literture\`), read directly from PDF",,"Torres, D.L. et al.",2021,Deforestation Detection with Fully Convolutional Networks in the Amazon Forest from Landsat-8 and Sentinel-2 Images,Remote Sensing,10.3390/rs13245084,,,PRIMARY,,,no,,,"Torres, D.L. et al. (2021). Deforestation Detection with Fully Convolutional Networks in the Amazon Forest from Landsat-8 and Sentinel-2 Images. *Remote Sensing* 13(24):5084. doi:10.3390/rs13245084 — **PRIMARY**",,PRIMARY
292,"Held locally (`D:\edmonds-pipeline\Literture\`), read directly from PDF",,"Pearse, G.D., Watt, M.S., Soewarto, J. & Tan, A.Y.S.",2021,Deep Learning and Phenology Enhance Large-Scale Tree Species Classification in Aerial Imagery during a Biosecurity Response,Remote Sensing,10.3390/rs13091789,,,PRIMARY,,,no,,,"Pearse, G.D., Watt, M.S., Soewarto, J. & Tan, A.Y.S. (2021). Deep Learning and Phenology Enhance Large-Scale Tree Species Classification in Aerial Imagery during a Biosecurity Response. *Remote Sensing* 13(9):1789. doi:10.3390/rs13091789 — **PRIMARY**",,PRIMARY
